evidence_id,milestone,domain,artefact_type,relative_path,title,description,row_count,file_size,sha256,source_manifest,source_lineage,validation_target,portfolio_relevance,interview_relevance,synthetic_data_flag,deployment_status
EVID-0263,Milestone 7,maintenance,csv,outputs/maintenance/equipment_health_scores.csv,Equipment Health Scores,Tracked portfolio evidence for maintenance.,504.0,173279,c56e02d876633fa6b951ffeb0a5e10ba0f15a471a6cd83dff3a110bbf2a383a0,outputs/maintenance/maintenance-manifest.json,outputs/maintenance/lineage-records.json,make validate-maintenance,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0264,Milestone 7,maintenance,json,outputs/maintenance/lineage-records.json,Lineage Records,Tracked portfolio evidence for maintenance.,,18305,a958a5256ab8f322d6dafb8f5af74331f749f49d7a1b1dc80585a5f65b2c7b37,outputs/maintenance/maintenance-manifest.json,outputs/maintenance/lineage-records.json,make validate-maintenance,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0265,Milestone 7,maintenance,csv,outputs/maintenance/machine_health_summary.csv,Machine Health Summary,Tracked portfolio evidence for maintenance.,18.0,1892,b4ad807679ddb29d1067dacefd3b5764d8c2f03c47c5df1d0e40f4968d50f284,outputs/maintenance/maintenance-manifest.json,outputs/maintenance/lineage-records.json,make validate-maintenance,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0266,Milestone 7,maintenance,json,outputs/maintenance/maintenance-manifest.json,Maintenance Manifest,Tracked portfolio evidence for maintenance.,,7634,51d844609ce656de67b57094644b5b5824ec0dceb0bb28a856e6e00e40d37a1b,outputs/maintenance/maintenance-manifest.json,outputs/maintenance/lineage-records.json,make validate-maintenance,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0267,Milestone 7,maintenance,csv,outputs/maintenance/maintenance_alerts.csv,Maintenance Alerts,Tracked portfolio evidence for maintenance.,135.0,83369,4726b4d5fd0f7adc50178e5339c9b97df748192680050fa5fdcbdb622e3253d7,outputs/maintenance/maintenance-manifest.json,outputs/maintenance/lineage-records.json,make validate-maintenance,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0268,Milestone 7,maintenance,json,outputs/maintenance/maintenance_diagnostics.json,Maintenance Diagnostics,Tracked portfolio evidence for maintenance.,,1962,771c030ec271668eb5af7e4ce25136ce5bcc7a9c32c5182b27f34af302ee847e,outputs/maintenance/maintenance-manifest.json,outputs/maintenance/lineage-records.json,make validate-maintenance,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0269,Milestone 7,maintenance,csv,outputs/maintenance/maintenance_risk_summary.csv,Maintenance Risk Summary,Tracked portfolio evidence for maintenance.,3.0,224,e4efeee4a7afeb781fe752d0119dd2ca7a6f7172ad8f24fe88853330737e9b49,outputs/maintenance/maintenance-manifest.json,outputs/maintenance/lineage-records.json,make validate-maintenance,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0270,Milestone 7,maintenance,csv,outputs/maintenance/sensor_health_summary.csv,Sensor Health Summary,Tracked portfolio evidence for maintenance.,36.0,4718,910008d252e5405b6cc1f2ae7016004930c3f3f4d3bc1ab23a5eaea0cda25816,outputs/maintenance/maintenance-manifest.json,outputs/maintenance/lineage-records.json,make validate-maintenance,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0271,Milestone 7,maintenance,json,outputs/maintenance_predictions.json,Maintenance Predictions,Tracked portfolio evidence for maintenance.,,13170,40fe283cd2cabc7f1acddccf8ebd0605dddfcee0de9deefa4ffe5cefec8807e9,outputs/maintenance/maintenance-manifest.json,outputs/maintenance/lineage-records.json,make validate-maintenance,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0272,Milestone 8,monitoring,csv,outputs/monitoring/data_quality_monitoring.csv,Data Quality Monitoring,Tracked portfolio evidence for monitoring.,7.0,410,27d0fd0f891edc66431636d561bd85bef2026c7b3116d4f558407ea6a0331ca7,outputs/monitoring/monitoring-manifest.json,outputs/monitoring/lineage-records.json,make validate-monitoring,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0273,Milestone 8,monitoring,csv,outputs/monitoring/domain_health_scores.csv,Domain Health Scores,Tracked portfolio evidence for monitoring.,6.0,405,976e3052c8e76f768ecb6839b6e1aaa8be9f3aa6feb73abe64e80f90fdb54010,outputs/monitoring/monitoring-manifest.json,outputs/monitoring/lineage-records.json,make validate-monitoring,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0274,Milestone 8,monitoring,csv,outputs/monitoring/evidence_integrity_checks.csv,Evidence Integrity Checks,Tracked portfolio evidence for monitoring.,62.0,15023,4a8a72358e684288cbe4ac1ba66fceb20cfaa42c2cd98e85273256a0a40f84f0,outputs/monitoring/monitoring-manifest.json,outputs/monitoring/lineage-records.json,make validate-monitoring,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0275,Milestone 8,monitoring,json,outputs/monitoring/lineage-records.json,Lineage Records,Tracked portfolio evidence for monitoring.,,54142,6adbfa7a27d645c7c0a72d434797ee23115a0fb9662ea38b728a8922f365b2a9,outputs/monitoring/monitoring-manifest.json,outputs/monitoring/lineage-records.json,make validate-monitoring,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0276,Milestone 8,monitoring,csv,outputs/monitoring/lineage_completeness.csv,Lineage Completeness,Tracked portfolio evidence for monitoring.,5.0,290,7b6df95cfc7d5097b21237ab01fb8594373ac8fa106bdfe5a50ad9417f8ddaff,outputs/monitoring/monitoring-manifest.json,outputs/monitoring/lineage-records.json,make validate-monitoring,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0277,Milestone 8,monitoring,csv,outputs/monitoring/model_and_analytics_monitoring.csv,Model And Analytics Monitoring,Tracked portfolio evidence for monitoring.,4.0,425,f37c56b2c6c080c0c54847b34c81cd00b3fe25c7b1746f88d46e420491426d93,outputs/monitoring/monitoring-manifest.json,outputs/monitoring/lineage-records.json,make validate-monitoring,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0278,Milestone 8,monitoring,json,outputs/monitoring/monitoring-manifest.json,Monitoring Manifest,Tracked portfolio evidence for monitoring.,,6750,a6f3adfa6428e998212cfd5bd6bb25cea862838f52f0c6fa665f3dbc4c9d3b3b,outputs/monitoring/monitoring-manifest.json,outputs/monitoring/lineage-records.json,make validate-monitoring,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0279,Milestone 8,monitoring,csv,outputs/monitoring/monitoring_alerts.csv,Monitoring Alerts,Tracked portfolio evidence for monitoring.,1.0,369,50025f8236a2b334b1665f7e411bc39c2262606d6b6b07368c1cede012597cab,outputs/monitoring/monitoring-manifest.json,outputs/monitoring/lineage-records.json,make validate-monitoring,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0280,Milestone 8,monitoring,json,outputs/monitoring/monitoring_diagnostics.json,Monitoring Diagnostics,Tracked portfolio evidence for monitoring.,,567,02717d80c457b3d2592112f1060457d6ef76b968935c48872be3d04598d595bb,outputs/monitoring/monitoring-manifest.json,outputs/monitoring/lineage-records.json,make validate-monitoring,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0281,Milestone 8,monitoring,csv,outputs/monitoring/pipeline_health.csv,Pipeline Health,Tracked portfolio evidence for monitoring.,6.0,510,1015e097b0d1bd69078cfaa0e633315044a414ea04bc83f47eb9f7ca8c03d768,outputs/monitoring/monitoring-manifest.json,outputs/monitoring/lineage-records.json,make validate-monitoring,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0282,Milestone 8,monitoring,json,outputs/monitoring/platform_health_summary.json,Platform Health Summary,Tracked portfolio evidence for monitoring.,,938,aa48d27274b35462cd678248536bd8661dae0e5a3d2092f5ba22c6494663ab9f,outputs/monitoring/monitoring-manifest.json,outputs/monitoring/lineage-records.json,make validate-monitoring,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0283,Cross-milestone,portfolio,json,outputs/platform_health_summary.json,Platform Health Summary,Tracked portfolio evidence for portfolio.,,938,aa48d27274b35462cd678248536bd8661dae0e5a3d2092f5ba22c6494663ab9f,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0284,Milestone 6,quality,csv,outputs/quality/anomaly_scores.csv,Anomaly Scores,Tracked portfolio evidence for quality.,168.0,32832,3f903706b8e0e47bb2c3af7792a0eedc7867e57ca35b374bd69ce390b07d6a0a,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0285,Milestone 6,quality,csv,outputs/quality/control_chart_points.csv,Control Chart Points,Tracked portfolio evidence for quality.,168.0,26319,c5c0b9f4e244e4a47be6f9f97c6a029b384c47f05730aca8cdd0563ee73c070b,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0286,Milestone 6,quality,csv,outputs/quality/defect_pareto.csv,Defect Pareto,Tracked portfolio evidence for quality.,51.0,2944,469ddfea42f5b53cf9cbdeedfde331778859eeddec80b6b119e2b5dc09d1ac52,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0287,Milestone 6,quality,json,outputs/quality/lineage-records.json,Lineage Records,Tracked portfolio evidence for quality.,,16869,6478cf8dc97c95c54a216df9f70dd77a27970f2e182b80e281ad7da7624064d6,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0288,Milestone 6,quality,csv,outputs/quality/process_capability.csv,Process Capability,Tracked portfolio evidence for quality.,48.0,7375,03c236178389d6886caf5f30848ce6df6e31ed4eb84cd3964e60b768d598dd52,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0289,Milestone 6,quality,json,outputs/quality/quality-manifest.json,Quality Manifest,Tracked portfolio evidence for quality.,,6906,43513e01d755a6c861e0a53fd414baef88b6580bc0aaa480d41a6c446d7958bf,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0290,Milestone 6,quality,csv,outputs/quality/quality_alerts.csv,Quality Alerts,Tracked portfolio evidence for quality.,38.0,21959,36a15ebb31519685fa717e5581af27ca246f1ced09ebf50001b7d05873b2b89f,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0291,Milestone 6,quality,json,outputs/quality/quality_diagnostics.json,Quality Diagnostics,Tracked portfolio evidence for quality.,,1722,cd3b7f05c11cedfa5cf0710477a643bcf095a277ca087fad1d7418a5a0f574e8,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0292,Milestone 6,quality,csv,outputs/quality/quality_kpis.csv,Quality Kpis,Tracked portfolio evidence for quality.,27.0,5756,88b905775e39fa508f03687d3ce99ffe09e27846d0c2dc89148c5d8321dba947,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0293,Milestone 6,quality,csv,outputs/quality/quality_observations.csv,Quality Observations,Tracked portfolio evidence for quality.,168.0,162056,d2b694a9f88650216bca0533efcf887c3be98d5560c7c1e00f830ba7818a9515,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0294,Milestone 6,quality,csv,outputs/quality/quality_risk_summary.csv,Quality Risk Summary,Tracked portfolio evidence for quality.,4.0,206,e42b49cafeb118107991611d0d5a7e82f82289437ba75abe032d97f66a0ea87c,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0295,Milestone 6,quality,csv,outputs/quality/spc_signals.csv,Spc Signals,Tracked portfolio evidence for quality.,168.0,15521,3eed8cf7a2312fc2c42a5f3a79dcd227e8ba3da1d7b6c95bdb3d77c72c62fe87,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0296,Milestone 6,quality,csv,outputs/quality_alerts.csv,Quality Alerts,Tracked portfolio evidence for quality.,38.0,21959,36a15ebb31519685fa717e5581af27ca246f1ced09ebf50001b7d05873b2b89f,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0297,Cross-milestone,portfolio,file,reports/.gitkeep,.Gitkeep,Tracked portfolio evidence for portfolio.,,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0298,Cross-milestone,architecture,markdown,reports/azure_architecture_report.md,Azure Architecture Report,Tracked portfolio evidence for architecture.,,357,2e8920a7ef638961a93695bc62a9979209cee1f56d1f41a8eccd0e8db1d89695,outputs/architecture/architecture-manifest.json,outputs/architecture/lineage-records.json,make validate-architecture,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0299,Cross-milestone,portfolio,markdown,reports/cv_project_summary.md,Cv Project Summary,Tracked portfolio evidence for portfolio.,,840,03db67412a93c605281eada65e5a93fdeb753d85c989d3b3e3915e532499d6ab,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0300,Cross-milestone,dashboard,markdown,reports/dashboard_output_report.md,Dashboard Output Report,Tracked portfolio evidence for dashboard.,,397,de4ea33aa6751c3167d0e00a3099d4dd401a62e4ec5b55078442e6ddf4ccf519,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0301,Cross-milestone,quality,markdown,reports/data_quality_report.md,Data Quality Report,Tracked portfolio evidence for quality.,,738,f1b42ca4abfc62af7de59d9e296b50a1266e163689d5616fc0c3b067a6085c9e,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0302,Cross-milestone,forecasting,markdown,reports/demand_forecasting_report.md,Demand Forecasting Report,Tracked portfolio evidence for forecasting.,,1200,b46ddfbb5ebaa533b81be4d0acf06e85dff07ada0d440632c8f7f0894b51b2c7,outputs/forecasting/forecast-manifest.json,outputs/forecasting/lineage-records.json,make validate-forecast,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0303,Cross-milestone,portfolio,markdown,reports/deployment_boundary_report.md,Deployment Boundary Report,Tracked portfolio evidence for portfolio.,,341,beb0555473f887df773e86a57cb651826933c0319c8e4a39195b6444785f4d28,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0304,Cross-milestone,portfolio,markdown,reports/executive_manufacturing_brief.md,Executive Manufacturing Brief,Tracked portfolio evidence for portfolio.,,1263,5ba21f8c1e3319d1bc35ec8b46fbd75df2c1a362394f722931733a7f4aa062d6,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0305,Cross-milestone,portfolio,markdown,reports/final_evidence_register.md,Final Evidence Register,Tracked portfolio evidence for portfolio.,,266,01a9b3bf53bd166ac7b8da1a174f12ecd1e90c13f3bb8c4f7706452161d2ba25,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0306,Cross-milestone,portfolio,markdown,reports/final_portfolio_summary.md,Final Portfolio Summary,Tracked portfolio evidence for portfolio.,,263,0f2c55f65056fe4e79ca8e04bb613c395a9a8e0520f34a56ceb3876a69a4ed42,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0307,Cross-milestone,release,markdown,reports/final_release_readiness_report.md,Final Release Readiness Report,Tracked portfolio evidence for release.,,243,4ca155a7b28fff63e1569ae4069d09a92345be2c557a6314a594bbd9d9201903,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0308,Cross-milestone,portfolio,markdown,reports/final_validation_report.md,Final Validation Report,Tracked portfolio evidence for portfolio.,,262,f1e6a43d14d50004dda70b9ca71ac920ae1535acaca915c8d25879fdd5114c44,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0309,Cross-milestone,genai,markdown,reports/genai_guardrails_report.md,Genai Guardrails Report,Tracked portfolio evidence for genai.,,244,1c376ebefed739bc3de375fd9f56c9847e82592a2e14cd928ee59158e1a47e89,outputs/genai/genai-manifest.json,outputs/genai/lineage-records.json,make validate-genai,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0310,Cross-milestone,genai,markdown,reports/genai_operations_assistant_report.md,Genai Operations Assistant Report,Tracked portfolio evidence for genai.,,571,23fcf880be13cc5d47668ef093912d7582b53839739879c8bc3e0cb17e56694e,outputs/genai/genai-manifest.json,outputs/genai/lineage-records.json,make validate-genai,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0311,Cross-milestone,portfolio,markdown,reports/interview_talking_points.md,Interview Talking Points,Tracked portfolio evidence for portfolio.,,684,38eb51591e97f9c7d1eb24f82fdd837bc21d0d6ff2e44823ba7a390ec17e1a1b,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0312,Cross-milestone,inventory,markdown,reports/inventory_intelligence_report.md,Inventory Intelligence Report,Tracked portfolio evidence for inventory.,,2753,e7a5a3147666fc8da523fc86a5778b1d8bfb07a83e7b8710d8c950dd307c817f,outputs/inventory/inventory-manifest.json,outputs/inventory/lineage-records.json,make validate-inventory,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0313,Cross-milestone,inventory,markdown,reports/inventory_scenario_summary.md,Inventory Scenario Summary,Tracked portfolio evidence for inventory.,,897,0b60d83907e33f873d26a7e4ddc60f5188457cda6b3a0d96a4911e1d1b6d08fe,outputs/inventory/inventory-manifest.json,outputs/inventory/lineage-records.json,make validate-inventory,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0314,Cross-milestone,maintenance,markdown,reports/maintenance_alert_summary.md,Maintenance Alert Summary,Tracked portfolio evidence for maintenance.,,3278,bd0156ce761dcc1883cc171fd7c3ef6e796f1bb9e0a87f9bffcc59f73d68b305,outputs/maintenance/maintenance-manifest.json,outputs/maintenance/lineage-records.json,make validate-maintenance,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0315,Cross-milestone,maintenance,markdown,reports/maintenance_analytics_report.md,Maintenance Analytics Report,Tracked portfolio evidence for maintenance.,,3850,b4049915d85ed030158b6ed032c5257e8868b4a503e3f21d0d1b5c527eab7010,outputs/maintenance/maintenance-manifest.json,outputs/maintenance/lineage-records.json,make validate-maintenance,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0316,Cross-milestone,portfolio,markdown,reports/manufacturing_operations_report.md,Manufacturing Operations Report,Tracked portfolio evidence for portfolio.,,3571,c32cda1227eed59680ca325f938ac4d6b2ac4c52b153db90fa66989e4344c61a,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0317,Cross-milestone,portfolio,markdown,reports/observability_summary.md,Observability Summary,Tracked portfolio evidence for portfolio.,,150,df0cb518c1ffa05c0ece1ce9cfc400e47ee358fa34a8ec275dcd8b09676f5b20,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0318,Cross-milestone,monitoring,markdown,reports/platform_monitoring_report.md,Platform Monitoring Report,Tracked portfolio evidence for monitoring.,,890,6f05112b47473de5e731f0e674a754b0c5a344ba9ce81b39be01f7beecd9bfbd,outputs/monitoring/monitoring-manifest.json,outputs/monitoring/lineage-records.json,make validate-monitoring,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0319,Cross-milestone,quality,markdown,reports/quality_alert_summary.md,Quality Alert Summary,Tracked portfolio evidence for quality.,,247,fb08a509d28f67d8dd3119c1b5fd2f2ad44a291d03fdd9f4d560d0d71f05943d,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0320,Cross-milestone,quality,markdown,reports/quality_analytics_report.md,Quality Analytics Report,Tracked portfolio evidence for quality.,,2646,21a4617fd8186ac74d34e228a41a4149db80a5ef3a6caf0fc3362187a2a41a5a,outputs/quality/quality-manifest.json,outputs/quality/lineage-records.json,make validate-quality-analytics,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0321,Cross-milestone,portfolio,markdown,reports/recruiter_readme_summary.md,Recruiter Readme Summary,Tracked portfolio evidence for portfolio.,,381,0a5db6afacfba56a342175fca90a2b712f61635dd63b523013b4758210fe5dd4,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0322,Cross-milestone,portfolio,markdown,reports/semantic_model_summary.md,Semantic Model Summary,Tracked portfolio evidence for portfolio.,,311,d9d24d105a5a9c23b6a97eec1151d637e1d09b9c2804afc8f6b6dce0b1d3186a,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0323,Cross-milestone,portfolio,markdown,reports/supply_chain_summary.md,Supply Chain Summary,Tracked portfolio evidence for portfolio.,,1168,35e6d254706f69d973bed18019475338c38d0e5128e6e83743ce0d3adf44115a,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
